Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
12439862746833,2014-05-19,2014-06-05,2014-06-05,"Change ""Upload CDS"" to ""Upload""",sohel,,CDS,"The dialog box for uploading a document should have ""Upload"" as its title instead of ""Upload CDS"".",Label Issues,
12336826263403,2014-05-14,2014-05-14,2014-05-14,[Duplicate] White-highlighted terms should not result in bolded sections,Amit,,,,Label Issues,
12335169434230,2014-05-14,2014-05-15,2014-05-15,SPL Unclassified Section Export vs Label Mapping,Asif Solkar,,,"Hi Amit,

While fulfilling a client request for the drug (brand) name Mekinist and Tafinlar, I noticed that the information in DOC&#8482; Label section “SPL Unclassified Section” (US List) has a lot of information (see screenshot below).

But, if you export this section using the “Export Comparisons to Excel” (see attachment or screenshot below), only the first section gets exported; meaning a lot of the information is left out of exports.

Can you take a look and make sure that the entire section is included in exports? Please let me know when you will have a chance to investigate and fix the issue.

Thanks,
Jin",Label Issues,
12220217424806,2014-05-09,2014-05-16,2014-05-16,White-highlighted terms should not have bolded sections,Amit,,,"Amit,

In the screenshot below, it shows an example of a search that results in bolded sections that contain the ""amgen"" term, which is highlighted white. The white-highlighted search terms should not result in bolded sections. We changed this functionality some time last year, could it have somehow reverted?

Thanks,

Toby",Label Issues,
12166556007321,2014-05-07,2014-05-16,2014-05-16,Error - Cannot view keywords - 2nd issue - 5-7-14,Asif Solkar,,,"Hi Amit,

Another tissue reported by Tanya today. Please see attached excel comparison export almost none of the keywords are highlighted, despite being highlighted in the browser. Please look into this as soon as possible.

Thank you,
Katia

From: <Ramirez>, Tanya <tramirez@amgen.com <mailto:tramirez@amgen.com>>

Date: Wednesday, May 7, 2014 at 4:23 PM

To: Katia Butylkova <help@doctorevidence.com <mailto:help@doctorevidence.com>>

Cc: ""VanRheenen, Derek"" <derekv@amgen.com <mailto:derekv@amgen.com>>

Subject: Error - Cannot view keywords - 2nd issue - 5-7-14

Dear Dr. Evidence,

I have encountered another issue similar to my earlier email this morning,

Please view print screen to view search criteria. You may want to compare section 5.9 for “Janumet” and the excel spreadsheet&#8230;keywords are not highlighted.

Unfortunately, I must compare each and manually highlight.

Tanya Ramirez
GEM – Regulatory Intelligence

Global Regulatory Affairs & Safety
Amgen, Inc.
805.447.2494

tramirez@amgen.com <mailto:tramirez@amgen.com>",Label Issues,
12166553282914,2014-05-07,2014-05-16,2014-05-16,Error - Keywords not highlighted when exported to excel,Asif Solkar,,,"Amit,

One of two related issues reported by Tanya today. The excel comparison export is not highlighting the terms despite the terms being highlighted in the browser. Tanya did not send the search set up or excel export for this one, as she moved on to another
search, but she did see a similar issue come up again. Will send it as well shortly. Please take a look asap.

Thanks,
Katia

From: <Ramirez>, Tanya <tramirez@amgen.com <mailto:tramirez@amgen.com>>

Date: Wednesday, May 7, 2014 at 1:45 PM

To: Katia Butylkova <help@doctorevidence.com <mailto:help@doctorevidence.com>>

Cc: ""VanRheenen, Derek"" <derekv@amgen.com <mailto:derekv@amgen.com>>

Subject: Error - Keywords not highlighted when exported to excel

Please view print screen below.  I selected Amlodipine and located keyword “No studies” under section 8.2, yet when exported to excel the word is no longer highlighted.

Tanya Ramirez
GEM – Regulatory Intelligence

Global Regulatory Affairs & Safety
Amgen, Inc.
805.447.2494

tramirez@amgen.com <mailto:tramirez@amgen.com>",Label Issues,
12099661566995,2014-05-05,2014-05-16,2014-05-16,Amgen Search Error 5-5-14,Asif Solkar,,,"Amit,

There seems to be an issue with this search, reported by Amgen user.

It only highlights “oncology” when I select labels in the browser, but not any of the terms separated by the semicolon in the second row of the search.
Also, when I export search matrix (attached), I see oncology and “OLE” terms, but It seems that software searching for  any -ole– containing words, but not actual OLE term and ignoring all other terms separated by semicolon.
Can you please take a look as soon as possible.
Thanks,
Katia

List of key words in the second row: Long-term efficacy;Open Label Extension;OLE;Long term data;Long term studies

Katia Butylkova, PharmD
Senior Associate of Client Solutions
Doctor Evidence, LLC
c.818.448.5115
katia@doctorevidence.com

From: Katia Butylkova <katia@doctorevidence.com <mailto:katia@doctorevidence.com>>

Date: Monday, May 5, 2014 at 2:49 PM

To: Katia Butylkova <help@doctorevidence.com <mailto:help@doctorevidence.com>>

Cc: CS team <cs@doctorevidence.com <mailto:cs@doctorevidence.com>>

Subject: Re: Error - Search Matrix Report - 5-5-14

Ok will take a look.

Katia Butylkova, PharmD
Senior Associate of Client Solutions
Doctor Evidence, LLC
c.818.448.5115
katia@doctorevidence.com <mailto:katia@doctorevidence.com>

From: Katia Butylkova <help@doctorevidence.com <mailto:help@doctorevidence.com>>

Date: Monday, May 5, 2014 at 2:28 PM

To: Katia Butylkova <katia@doctorevidence.com <mailto:katia@doctorevidence.com>>

Cc: CS team <cs@doctorevidence.com <mailto:cs@doctorevidence.com>>

Subject: FW: Error - Search Matrix Report - 5-5-14

Katia, can you please take a look at the below and get back to Tanya today with an update?

Thanks,

Toby

From: <Ramirez>, Tanya <tramirez@amgen.com <mailto:tramirez@amgen.com>>

Date: Monday, May 5, 2014 at 2:25 PM

To: Toby Sayre <help@doctorevidence.com <mailto:help@doctorevidence.com>>

Cc: ""VanRheenen, Derek"" <derekv@amgen.com <mailto:derekv@amgen.com>>

Subject: Error - Search Matrix Report - 5-5-14

I need your help as soon as possible.

I’m attempting to locate labels with the following search criteria (I have included a print screen below):
Revision date: greater than 01/01/2009 - AND
Any Section:
Long-term efficacy, Open Label Extension, OLE, Long term data, Long term studies - AND
Any Section: oncology  - AND

After entering my search criteria, I exported the results to the Search Matrix Report (see attached) to view the location of the keywords then I selected “Soltamox” (see print screen below)
from the products list&#8230;yet the keywords noted on the Search Matrix Report are not highlighted as it should be.  I’m having this issue with (basically) every product label on the report/print-screen.

If this cannot be solved today&#8230;can someone provide me with the information I need based on the search criteria.  Thank you.

Tanya Ramirez
GEM – Regulatory Intelligence

Global Regulatory Affairs & Safety
Amgen, Inc.
805.447.2494

tramirez@amgen.com <mailto:tramirez@amgen.com>",Label Issues,
11978445678308,2014-04-29,2014-06-05,2014-06-05,Indications and Usage section highlights not exported,Amit,,,"Hi Amit and team,
Can you please take a look? This applies to both word and excel export, where none of the indications are highlighted, despite being highlighted in the browser.

Thank you,
Katia

Katia Butylkova, PharmD
Senior Associate of Client Solutions
Doctor Evidence, LLC
c.818.448.5115
katia@doctorevidence.com",Label Issues,
11876312655187,2014-04-24,2014-04-24,2014-04-24,Amgen Label Issue#2 (4/24/14),Ajay,,,"Hi Amit,

Tanya reported another error. It appears to be essentially the same error as the one Katia reported. Basically the reason why ""no sections within the “Select
Section to Compare” box are highlighted” is because the search matrix export (see attachment) only reports
items that are in the within the “Section[s] to compare” and because the title is not a part of it, nothing is being highlighted or exported for those drugs. To resolve the issue and add clarity for users, could you add
a new option within the “Section[s] to compare” for the title and include it in exports?

There is a second issue of “medication error” not being included in the export that Katia already mentioned. It can be resolved in the “Amgen label issue #1” task.

Thanks,

Jin

From: Jin Won Park <help@doctorevidence.com <mailto:help@doctorevidence.com>>

Date: Thursday, April 24, 2014 at 9:53 AM

To: Katia Butylkova <katia@doctorevidence.com <mailto:katia@doctorevidence.com>>, Jin Won Park <jpark@doctorevidence.com <mailto:jpark@doctorevidence.com>>

Cc: Jeff Frimpter <jfrimpter@doctorevidence.com <mailto:jfrimpter@doctorevidence.com>>

Subject: FW: Cannot view keywords - Error

Katia/Jin,

Please try to reproduce this one as well.

Thanks,

Toby

From: <Ramirez>, Tanya <tramirez@amgen.com <mailto:tramirez@amgen.com>>

Date: Thursday, April 24, 2014 at 9:38 AM

To: Toby Sayre <help@doctorevidence.com <mailto:help@doctorevidence.com>>

Cc: ""VanRheenen, Derek"" <derekv@amgen.com <mailto:derekv@amgen.com>>

Subject: Cannot view keywords - Error

Hi,

I came across further glitches/interruptions&#8230;

-Please view print screen to view my search criteria:

-When I attempt to view the keywords located in the product “Lipodox” (not limited to this product) no sections within the “Select Section to Compare” box are highlighted&#8230;not
sure why this is happening? However when I export the entire label I can view the keywords.  This is extremely time-consuming (inefficient) because I must expand each product.  Can this be fixed?

Thank you,

Tanya Ramirez
GEM – Regulatory Intelligence

Global Regulatory Affairs & Safety
Amgen, Inc.
805.447.2494

tramirez@amgen.com <mailto:tramirez@amgen.com>",Label Issues,
11881757163757,2014-04-24,,2014-04-24,,,,,,,Amgen Label Issue#2 (4/24/14)
11881757163759,2014-04-24,,2014-04-24,,,,,,,Amgen Label Issue#2 (4/24/14)
11881757163761,2014-04-24,,2014-04-24,,,,,,,Amgen Label Issue#2 (4/24/14)
11881757163763,2014-04-24,,2014-04-24,,,,,,,Amgen Label Issue#2 (4/24/14)
11874950984115,2014-04-24,2014-05-19,2014-05-19,Amgen Label Issue#1 (4/24/14),Ajay,,Error,"Hello team,

We have an issue that Amgen user reported on this search that I was able to replicate. 

1. The search results in 23 labels, however only 10 are exported. I think this is most likely due to the fact that ""injectable"" is found within label title (attached label for Lipodox is an example), but is confusing to the client. 

2. However, a bigger issue is that ""medication error*"" is not appearing in the export at all. 

Could you please take a look?

Thank you,
Katia",Label Issues,
11874950984121,2014-04-24,,2014-04-24,,,,,,,Amgen Label Issue#1 (4/24/14)
11820092910678,2014-04-22,2014-04-25,2014-04-25,"Invitation to view WebEx recording ""Amgen DOC Label Support-20140422 1801-1""",,,,"Im looping in Chris Kenst – He can test this issue for us as well.

From: Toby Sayre

Sent: Tuesday, April 22, 2014 2:38 PM

To: Edan Shalev; Amit Pareek

Cc: CS team; Label Issues

Subject: Re: Invitation to view WebEx recording ""Amgen DOC Label Support-20140422 1801-1""

We’re all on macs, so can’t easily test IE9. Amit, can your team try to replicate?

Thanks,

Toby

From:
Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Date: Tuesday, April 22, 2014 at 2:21 PM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: CS team <cs@doctorevidence.com <mailto:cs@doctorevidence.com>>, Amit Pareek <amit@cakewalk.in <mailto:amit@cakewalk.in>>, Label Issues <x&#43;9485337757538@mail.asana.com <mailto:x&#43;9485337757538@mail.asana.com>>

Subject: RE: Invitation to view WebEx recording ""Amgen DOC Label Support-20140422 1801-1""

We should support IE 9, but im not sure what specifically unique to the amgen installation that is causing the problem. We were unable to replicate the issue
outside of amgen on ie 9?

From: Toby Sayre

Sent: Tuesday, April 22, 2014 2:20 PM

To: Edan Shalev

Cc: CS team; Amit Pareek; Label Issues

Subject: Re: Invitation to view WebEx recording ""Amgen DOC Label Support-20140422 1801-1""

Edan,

We had a brief call this morning with Tanya from Amgen about an issue she was having with IE9 on DOC Label. She was unable to select or unselect label sections
in the lower left panel. The issue is described in the linked webex recording, in the first 5 minutes.

This issue seems to be caused by the Amgen installation of IE9, and is resolved by using Chrome. Therefore, we’ve suggested to all Amgen users to use Chrome,
and request permission from IT if necessary. We should still take a look at the issue, but it is not critical.

Thanks,

Toby

From:
Doctor Evidence CS <messenger@webex.com <mailto:messenger@webex.com>>

Reply-To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Date: Tuesday, April 22, 2014 at 12:32 PM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Subject: Invitation to view WebEx recording ""Amgen DOC Label Support-20140422 1801-1""

I want to share the following WebEx recording with you. Click the link below to play it:

https://dre.webex.com/dre/ldr.php?RCID=e49add0ef42f06a1452adea9572d7b61 <https://dre.webex.com/dre/ldr.php?RCID=e49add0ef42f06a1452adea9572d7b61>

Amgen DOC Label Support-20140422 1801-1

April 22, 2014, 11:26 am San Francisco Time

20 mins

If you need assistance, you can contact me at
tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>.

http://www.webex.com <http://www.webex.com>",Label Issues,
